,heure,type,nb_pl,cam_num,cam_nom
67,22,Vehicules Legers,-312.0,"18,19",A660
68,22,PL locaux,84.0270067516879,"18,19",A660
69,23,PL en transit,178.14285714285714,"18,19",A660
70,23,Vehicules Legers,-261.0,"18,19",A660
71,23,PL locaux,82.85714285714286,"18,19",A660
0,0,PL en transit,172.47403827932536,"13,15",A63
1,0,Vehicules Legers,77.0,"13,15",A63
2,0,PL locaux,81.52596172067464,"13,15",A63
3,1,PL en transit,144.6737657308809,"13,15",A63
4,1,Vehicules Legers,56.0,"13,15",A63
5,1,PL locaux,76.32623426911911,"13,15",A63
6,2,PL en transit,121.03737422137037,"13,15",A63
7,2,Vehicules Legers,49.0,"13,15",A63
8,2,PL locaux,68.96262577862963,"13,15",A63
9,3,PL en transit,122.28022820685847,"13,15",A63
10,3,Vehicules Legers,42.0,"13,15",A63
11,3,PL locaux,72.71977179314153,"13,15",A63
12,4,PL en transit,156.80432020330366,"13,15",A63
13,4,Vehicules Legers,57.0,"13,15",A63
14,4,PL locaux,90.19567979669634,"13,15",A63
15,5,PL en transit,230.46387055710028,"13,15",A63
16,5,Vehicules Legers,100.0,"13,15",A63
17,5,PL locaux,130.53612944289972,"13,15",A63
18,6,PL en transit,275.7294372294372,"13,15",A63
19,6,Vehicules Legers,282.0,"13,15",A63
20,6,PL locaux,202.27056277056278,"13,15",A63
21,7,PL en transit,269.8448170937859,"13,15",A63
22,7,Vehicules Legers,585.0,"13,15",A63
23,7,PL locaux,245.15518290621412,"13,15",A63
24,8,PL en transit,227.0222589023473,"13,15",A63
25,8,Vehicules Legers,693.0,"13,15",A63
26,8,PL locaux,208.9777410976527,"13,15",A63
27,9,PL en transit,289.4760652931467,"13,15",A63
28,9,Vehicules Legers,714.0,"13,15",A63
29,9,PL locaux,255.5239347068533,"13,15",A63
30,10,PL en transit,413.04297254664516,"13,15",A63
31,10,Vehicules Legers,742.0,"13,15",A63
32,10,PL locaux,355.95702745335484,"13,15",A63
33,11,PL en transit,469.8110238453033,"13,15",A63
34,11,Vehicules Legers,681.0,"13,15",A63
35,11,PL locaux,340.1889761546967,"13,15",A63
36,12,PL en transit,431.44252983786504,"13,15",A63
37,12,Vehicules Legers,591.0,"13,15",A63
38,12,PL locaux,329.55747016213496,"13,15",A63
39,13,PL en transit,419.0971842923062,"13,15",A63
40,13,Vehicules Legers,613.0,"13,15",A63
41,13,PL locaux,289.9028157076938,"13,15",A63
42,14,PL en transit,418.54580235933753,"13,15",A63
43,14,Vehicules Legers,710.0,"13,15",A63
44,14,PL locaux,261.45419764066247,"13,15",A63
45,15,PL en transit,396.09448845844526,"13,15",A63
46,15,Vehicules Legers,808.0,"13,15",A63
47,15,PL locaux,274.90551154155474,"13,15",A63
48,16,PL en transit,375.3838213994373,"13,15",A63
49,16,Vehicules Legers,867.0,"13,15",A63
50,16,PL locaux,294.6161786005627,"13,15",A63
51,17,PL en transit,325.52525994575046,"13,15",A63
52,17,Vehicules Legers,918.0,"13,15",A63
53,17,PL locaux,259.47474005424954,"13,15",A63
54,18,PL en transit,333.28914594503317,"13,15",A63
55,18,Vehicules Legers,859.0,"13,15",A63
56,18,PL locaux,215.71085405496683,"13,15",A63
57,19,PL en transit,345.6376734258271,"13,15",A63
58,19,Vehicules Legers,672.0,"13,15",A63
59,19,PL locaux,174.36232657417293,"13,15",A63
60,20,PL en transit,310.30964440499196,"13,15",A63
61,20,Vehicules Legers,375.0,"13,15",A63
62,20,PL locaux,149.69035559500804,"13,15",A63
63,21,PL en transit,243.25444497078797,"13,15",A63
64,21,Vehicules Legers,232.0,"13,15",A63
65,21,PL locaux,102.74555502921203,"13,15",A63
66,22,PL en transit,194.09145470134325,"13,15",A63
67,22,Vehicules Legers,181.0,"13,15",A63
68,22,PL locaux,76.90854529865675,"13,15",A63
69,23,PL en transit,158.42450894165933,"13,15",A63
70,23,Vehicules Legers,133.0,"13,15",A63
71,23,PL locaux,72.57549105834067,"13,15",A63
0,0,PL en transit,138.8206686930091,"20,21",N10
1,0,Vehicules Legers,311.0,"20,21",N10
2,0,PL locaux,125.17933130699089,"20,21",N10
3,1,PL en transit,179.58403597526697,"20,21",N10
4,1,Vehicules Legers,265.0,"20,21",N10
5,1,PL locaux,65.41596402473303,"20,21",N10
6,2,PL en transit,151.38157894736847,"20,21",N10
7,2,Vehicules Legers,225.0,"20,21",N10
8,2,PL locaux,84.61842105263153,"20,21",N10
9,3,PL en transit,156.65376884422108,"20,21",N10
10,3,Vehicules Legers,292.0,"20,21",N10
11,3,PL locaux,100.34623115577892,"20,21",N10
12,4,PL en transit,180.91368584758945,"20,21",N10
13,4,Vehicules Legers,495.0,"20,21",N10
14,4,PL locaux,129.08631415241055,"20,21",N10
15,5,PL en transit,256.3797101449275,"20,21",N10
16,5,Vehicules Legers,1240.0,"20,21",N10
17,5,PL locaux,216.62028985507249,"20,21",N10
18,6,PL en transit,303.3756097560975,"20,21",N10
19,6,Vehicules Legers,3360.0,"20,21",N10
20,6,PL locaux,271.6243902439025,"20,21",N10
21,7,PL en transit,208.27566693613585,"20,21",N10
22,7,Vehicules Legers,3380.0,"20,21",N10
23,7,PL locaux,262.72433306386415,"20,21",N10
24,8,PL en transit,182.2348541510845,"20,21",N10
25,8,Vehicules Legers,3331.0,"20,21",N10
26,8,PL locaux,249.7651458489155,"20,21",N10
27,9,PL en transit,316.7492232578783,"20,21",N10
28,9,Vehicules Legers,2874.0,"20,21",N10
29,9,PL locaux,345.2507767421217,"20,21",N10
30,10,PL en transit,384.05945788399885,"20,21",N10
31,10,Vehicules Legers,2731.0,"20,21",N10
32,10,PL locaux,371.94054211600115,"20,21",N10
33,11,PL en transit,403.4920634920635,"20,21",N10
34,11,Vehicules Legers,2821.0,"20,21",N10
35,11,PL locaux,371.5079365079365,"20,21",N10
36,12,PL en transit,416.8421670826604,"20,21",N10
37,12,Vehicules Legers,2932.0,"20,21",N10
38,12,PL locaux,317.1578329173396,"20,21",N10
39,13,PL en transit,407.7648270787344,"20,21",N10
40,13,Vehicules Legers,3136.0,"20,21",N10
41,13,PL locaux,310.2351729212656,"20,21",N10
42,14,PL en transit,359.9065368567455,"20,21",N10
43,14,Vehicules Legers,3339.0,"20,21",N10
44,14,PL locaux,336.0934631432545,"20,21",N10
45,15,PL en transit,342.47886491279934,"20,21",N10
46,15,Vehicules Legers,3675.0,"20,21",N10
47,15,PL locaux,331.52113508720066,"20,21",N10
48,16,PL en transit,320.9711588883062,"20,21",N10
49,16,Vehicules Legers,4661.0,"20,21",N10
50,16,PL locaux,275.0288411116938,"20,21",N10
51,17,PL en transit,244.38137755102034,"20,21",N10
52,17,Vehicules Legers,5199.0,"20,21",N10
53,17,PL locaux,232.61862244897966,"20,21",N10
54,18,PL en transit,254.7739035685099,"20,21",N10
55,18,Vehicules Legers,4656.0,"20,21",N10
56,18,PL locaux,220.2260964314901,"20,21",N10
57,19,PL en transit,330.4702056231641,"20,21",N10
58,19,Vehicules Legers,3497.0,"20,21",N10
59,19,PL locaux,206.52979437683592,"20,21",N10
60,20,PL en transit,302.21657754010687,"20,21",N10
61,20,Vehicules Legers,2065.0,"20,21",N10
62,20,PL locaux,166.78342245989313,"20,21",N10
63,21,PL en transit,284.35324341682724,"20,21",N10
64,21,Vehicules Legers,1185.0,"20,21",N10
65,21,PL locaux,97.64675658317276,"20,21",N10
66,22,PL en transit,225.22885958107057,"20,21",N10
67,22,Vehicules Legers,907.0,"20,21",N10
68,22,PL locaux,78.77114041892943,"20,21",N10
69,23,PL en transit,188.2463963963964,"20,21",N10
70,23,Vehicules Legers,614.0,"20,21",N10
71,23,PL locaux,74.75360360360361,"20,21",N10
0,0,PL en transit,0.3,1,Rocade Ouest sens interieur
1,0,Vehicules Legers,222.0,1,Rocade Ouest sens interieur
2,0,PL locaux,14.7,1,Rocade Ouest sens interieur
3,1,PL en transit,1.05,1,Rocade Ouest sens interieur
4,1,Vehicules Legers,136.0,1,Rocade Ouest sens interieur
5,1,PL locaux,13.95,1,Rocade Ouest sens interieur
6,2,PL en transit,0.68,1,Rocade Ouest sens interieur
7,2,Vehicules Legers,99.0,1,Rocade Ouest sens interieur
8,2,PL locaux,16.32,1,Rocade Ouest sens interieur
9,3,PL en transit,2.24,1,Rocade Ouest sens interieur
10,3,Vehicules Legers,105.0,1,Rocade Ouest sens interieur
11,3,PL locaux,25.759999999999998,1,Rocade Ouest sens interieur
12,4,PL en transit,0.46,1,Rocade Ouest sens interieur
13,4,Vehicules Legers,311.0,1,Rocade Ouest sens interieur
14,4,PL locaux,45.54,1,Rocade Ouest sens interieur
15,5,PL en transit,0.78,1,Rocade Ouest sens interieur
16,5,Vehicules Legers,790.0,1,Rocade Ouest sens interieur
17,5,PL locaux,77.22,1,Rocade Ouest sens interieur
18,6,PL en transit,2.84,1,Rocade Ouest sens interieur
19,6,Vehicules Legers,2146.0,1,Rocade Ouest sens interieur
20,6,PL locaux,139.16,1,Rocade Ouest sens interieur
21,7,PL en transit,3.72,1,Rocade Ouest sens interieur
22,7,Vehicules Legers,5124.0,1,Rocade Ouest sens interieur
23,7,PL locaux,182.28,1,Rocade Ouest sens interieur
24,8,PL en transit,1.71,1,Rocade Ouest sens interieur
25,8,Vehicules Legers,5008.0,1,Rocade Ouest sens interieur
26,8,PL locaux,169.29,1,Rocade Ouest sens interieur
27,9,PL en transit,7.05,1,Rocade Ouest sens interieur
28,9,Vehicules Legers,3738.0,1,Rocade Ouest sens interieur
29,9,PL locaux,227.95,1,Rocade Ouest sens interieur
30,10,PL en transit,7.23,1,Rocade Ouest sens interieur
31,10,Vehicules Legers,2884.0,1,Rocade Ouest sens interieur
32,10,PL locaux,233.77,1,Rocade Ouest sens interieur
33,11,PL en transit,6.9,1,Rocade Ouest sens interieur
34,11,Vehicules Legers,2918.0,1,Rocade Ouest sens interieur
35,11,PL locaux,223.1,1,Rocade Ouest sens interieur
36,12,PL en transit,3.36,1,Rocade Ouest sens interieur
37,12,Vehicules Legers,3097.0,1,Rocade Ouest sens interieur
38,12,PL locaux,164.64,1,Rocade Ouest sens interieur
39,13,PL en transit,3.72,1,Rocade Ouest sens interieur
40,13,Vehicules Legers,3299.0,1,Rocade Ouest sens interieur
41,13,PL locaux,182.28,1,Rocade Ouest sens interieur
42,14,PL en transit,2.11,1,Rocade Ouest sens interieur
43,14,Vehicules Legers,3201.0,1,Rocade Ouest sens interieur
44,14,PL locaux,208.89,1,Rocade Ouest sens interieur
45,15,PL en transit,2.0,1,Rocade Ouest sens interieur
46,15,Vehicules Legers,3201.0,1,Rocade Ouest sens interieur
47,15,PL locaux,198.0,1,Rocade Ouest sens interieur
48,16,PL en transit,12.81,1,Rocade Ouest sens interieur
49,16,Vehicules Legers,3780.0,1,Rocade Ouest sens interieur
50,16,PL locaux,170.19,1,Rocade Ouest sens interieur
51,17,PL en transit,13.200000000000001,1,Rocade Ouest sens interieur
52,17,Vehicules Legers,3854.0,1,Rocade Ouest sens interieur
53,17,PL locaux,106.8,1,Rocade Ouest sens interieur
54,18,PL en transit,13.94,1,Rocade Ouest sens interieur
55,18,Vehicules Legers,3509.0,1,Rocade Ouest sens interieur
56,18,PL locaux,68.06,1,Rocade Ouest sens interieur
57,19,PL en transit,13.44,1,Rocade Ouest sens interieur
58,19,Vehicules Legers,2844.0,1,Rocade Ouest sens interieur
59,19,PL locaux,42.56,1,Rocade Ouest sens interieur
60,20,PL en transit,2.4,1,Rocade Ouest sens interieur
61,20,Vehicules Legers,1723.0,1,Rocade Ouest sens interieur
62,20,PL locaux,27.6,1,Rocade Ouest sens interieur
63,21,PL en transit,2.0,1,Rocade Ouest sens interieur
64,21,Vehicules Legers,1057.0,1,Rocade Ouest sens interieur
65,21,PL locaux,23.0,1,Rocade Ouest sens interieur
66,22,PL en transit,1.6,1,Rocade Ouest sens interieur
67,22,Vehicules Legers,756.0,1,Rocade Ouest sens interieur
68,22,PL locaux,18.4,1,Rocade Ouest sens interieur
69,23,PL en transit,1.35,1,Rocade Ouest sens interieur
70,23,Vehicules Legers,536.0,1,Rocade Ouest sens interieur
71,23,PL locaux,13.65,1,Rocade Ouest sens interieur
0,0,PL en transit,0.63,2,Rocade Ouest sens exterieur
1,0,Vehicules Legers,204.0,2,Rocade Ouest sens exterieur
2,0,PL locaux,6.37,2,Rocade Ouest sens exterieur
3,1,PL en transit,0.45,2,Rocade Ouest sens exterieur
4,1,Vehicules Legers,87.0,2,Rocade Ouest sens exterieur
5,1,PL locaux,8.55,2,Rocade Ouest sens exterieur
6,2,PL en transit,0.0,2,Rocade Ouest sens exterieur
7,2,Vehicules Legers,73.0,2,Rocade Ouest sens exterieur
8,2,PL locaux,11.0,2,Rocade Ouest sens exterieur
9,3,PL en transit,0.13,2,Rocade Ouest sens exterieur
10,3,Vehicules Legers,79.0,2,Rocade Ouest sens exterieur
11,3,PL locaux,12.87,2,Rocade Ouest sens exterieur
12,4,PL en transit,1.2,2,Rocade Ouest sens exterieur
13,4,Vehicules Legers,224.0,2,Rocade Ouest sens exterieur
14,4,PL locaux,22.8,2,Rocade Ouest sens exterieur
15,5,PL en transit,3.0,2,Rocade Ouest sens exterieur
16,5,Vehicules Legers,500.0,2,Rocade Ouest sens exterieur
17,5,PL locaux,57.0,2,Rocade Ouest sens exterieur
18,6,PL en transit,6.5,2,Rocade Ouest sens exterieur
19,6,Vehicules Legers,1560.0,2,Rocade Ouest sens exterieur
20,6,PL locaux,123.5,2,Rocade Ouest sens exterieur
21,7,PL en transit,3.44,2,Rocade Ouest sens exterieur
22,7,Vehicules Legers,3814.0,2,Rocade Ouest sens exterieur
23,7,PL locaux,168.56,2,Rocade Ouest sens exterieur
24,8,PL en transit,4.8,2,Rocade Ouest sens exterieur
25,8,Vehicules Legers,3985.0,2,Rocade Ouest sens exterieur
26,8,PL locaux,155.2,2,Rocade Ouest sens exterieur
27,9,PL en transit,10.55,2,Rocade Ouest sens exterieur
28,9,Vehicules Legers,3226.0,2,Rocade Ouest sens exterieur
29,9,PL locaux,200.45,2,Rocade Ouest sens exterieur
30,10,PL en transit,15.82,2,Rocade Ouest sens exterieur
31,10,Vehicules Legers,2659.0,2,Rocade Ouest sens exterieur
32,10,PL locaux,210.18,2,Rocade Ouest sens exterieur
33,11,PL en transit,7.84,2,Rocade Ouest sens exterieur
34,11,Vehicules Legers,2763.0,2,Rocade Ouest sens exterieur
35,11,PL locaux,188.16,2,Rocade Ouest sens exterieur
36,12,PL en transit,4.0200000000000005,2,Rocade Ouest sens exterieur
37,12,Vehicules Legers,3188.0,2,Rocade Ouest sens exterieur
38,12,PL locaux,129.98,2,Rocade Ouest sens exterieur
39,13,PL en transit,2.68,2,Rocade Ouest sens exterieur
40,13,Vehicules Legers,3111.0,2,Rocade Ouest sens exterieur
41,13,PL locaux,131.32,2,Rocade Ouest sens exterieur
42,14,PL en transit,4.98,2,Rocade Ouest sens exterieur
43,14,Vehicules Legers,3343.0,2,Rocade Ouest sens exterieur
44,14,PL locaux,161.02,2,Rocade Ouest sens exterieur
45,15,PL en transit,11.55,2,Rocade Ouest sens exterieur
46,15,Vehicules Legers,3541.0,2,Rocade Ouest sens exterieur
47,15,PL locaux,153.45,2,Rocade Ouest sens exterieur
48,16,PL en transit,6.25,2,Rocade Ouest sens exterieur
49,16,Vehicules Legers,4701.0,2,Rocade Ouest sens exterieur
50,16,PL locaux,118.75,2,Rocade Ouest sens exterieur
51,17,PL en transit,4.3500000000000005,2,Rocade Ouest sens exterieur
52,17,Vehicules Legers,4806.0,2,Rocade Ouest sens exterieur
53,17,PL locaux,82.65,2,Rocade Ouest sens exterieur
54,18,PL en transit,2.94,2,Rocade Ouest sens exterieur
55,18,Vehicules Legers,4442.0,2,Rocade Ouest sens exterieur
56,18,PL locaux,46.06,2,Rocade Ouest sens exterieur
57,19,PL en transit,1.95,2,Rocade Ouest sens exterieur
58,19,Vehicules Legers,3264.0,2,Rocade Ouest sens exterieur
59,19,PL locaux,37.05,2,Rocade Ouest sens exterieur
60,20,PL en transit,2.75,2,Rocade Ouest sens exterieur
61,20,Vehicules Legers,1891.0,2,Rocade Ouest sens exterieur
62,20,PL locaux,22.25,2,Rocade Ouest sens exterieur
63,21,PL en transit,1.95,2,Rocade Ouest sens exterieur
64,21,Vehicules Legers,1105.0,2,Rocade Ouest sens exterieur
65,21,PL locaux,13.05,2,Rocade Ouest sens exterieur
66,22,PL en transit,0.6,2,Rocade Ouest sens exterieur
67,22,Vehicules Legers,971.0,2,Rocade Ouest sens exterieur
68,22,PL locaux,9.4,2,Rocade Ouest sens exterieur
69,23,PL en transit,0.3,2,Rocade Ouest sens exterieur
70,23,Vehicules Legers,575.0,2,Rocade Ouest sens exterieur
71,23,PL locaux,9.7,2,Rocade Ouest sens exterieur
0,0,PL en transit,109.2,4,Rocade Est sens exterieur
1,0,Vehicules Legers,317.0,4,Rocade Est sens exterieur
2,0,PL locaux,85.8,4,Rocade Est sens exterieur
3,1,PL en transit,121.36,4,Rocade Est sens exterieur
4,1,Vehicules Legers,214.0,4,Rocade Est sens exterieur
5,1,PL locaux,42.64,4,Rocade Est sens exterieur
6,2,PL en transit,102.96000000000001,4,Rocade Est sens exterieur
7,2,Vehicules Legers,162.0,4,Rocade Est sens exterieur
8,2,PL locaux,53.03999999999999,4,Rocade Est sens exterieur
9,3,PL en transit,92.34,4,Rocade Est sens exterieur
10,3,Vehicules Legers,162.0,4,Rocade Est sens exterieur
11,3,PL locaux,69.66,4,Rocade Est sens exterieur
12,4,PL en transit,96.88,4,Rocade Est sens exterieur
13,4,Vehicules Legers,243.0,4,Rocade Est sens exterieur
14,4,PL locaux,76.12,4,Rocade Est sens exterieur
15,5,PL en transit,153.33,4,Rocade Est sens exterieur
16,5,Vehicules Legers,494.0,4,Rocade Est sens exterieur
17,5,PL locaux,115.66999999999999,4,Rocade Est sens exterieur
18,6,PL en transit,213.92000000000002,4,Rocade Est sens exterieur
19,6,Vehicules Legers,1382.0,4,Rocade Est sens exterieur
20,6,PL locaux,168.07999999999998,4,Rocade Est sens exterieur
21,7,PL en transit,175.5,4,Rocade Est sens exterieur
22,7,Vehicules Legers,3330.0,4,Rocade Est sens exterieur
23,7,PL locaux,214.5,4,Rocade Est sens exterieur
24,8,PL en transit,170.15,4,Rocade Est sens exterieur
25,8,Vehicules Legers,3825.0,4,Rocade Est sens exterieur
26,8,PL locaux,244.85,4,Rocade Est sens exterieur
27,9,PL en transit,257.76,4,Rocade Est sens exterieur
28,9,Vehicules Legers,2676.0,4,Rocade Est sens exterieur
29,9,PL locaux,279.24,4,Rocade Est sens exterieur
30,10,PL en transit,273.68,4,Rocade Est sens exterieur
31,10,Vehicules Legers,2464.0,4,Rocade Est sens exterieur
32,10,PL locaux,348.32,4,Rocade Est sens exterieur
33,11,PL en transit,319.48,4,Rocade Est sens exterieur
34,11,Vehicules Legers,2730.0,4,Rocade Est sens exterieur
35,11,PL locaux,332.52,4,Rocade Est sens exterieur
36,12,PL en transit,320.65000000000003,4,Rocade Est sens exterieur
37,12,Vehicules Legers,2813.0,4,Rocade Est sens exterieur
38,12,PL locaux,284.34999999999997,4,Rocade Est sens exterieur
39,13,PL en transit,299.52,4,Rocade Est sens exterieur
40,13,Vehicules Legers,2948.0,4,Rocade Est sens exterieur
41,13,PL locaux,276.48,4,Rocade Est sens exterieur
42,14,PL en transit,289.8,4,Rocade Est sens exterieur
43,14,Vehicules Legers,3168.0,4,Rocade Est sens exterieur
44,14,PL locaux,340.2,4,Rocade Est sens exterieur
45,15,PL en transit,270.16,4,Rocade Est sens exterieur
46,15,Vehicules Legers,3597.0,4,Rocade Est sens exterieur
47,15,PL locaux,343.84,4,Rocade Est sens exterieur
48,16,PL en transit,234.9,4,Rocade Est sens exterieur
49,16,Vehicules Legers,4159.0,4,Rocade Est sens exterieur
50,16,PL locaux,287.1,4,Rocade Est sens exterieur
51,17,PL en transit,189.88,4,Rocade Est sens exterieur
52,17,Vehicules Legers,4138.0,4,Rocade Est sens exterieur
53,17,PL locaux,214.12,4,Rocade Est sens exterieur
54,18,PL en transit,186.69,4,Rocade Est sens exterieur
55,18,Vehicules Legers,3893.0,4,Rocade Est sens exterieur
56,18,PL locaux,194.31,4,Rocade Est sens exterieur
57,19,PL en transit,257.67,4,Rocade Est sens exterieur
58,19,Vehicules Legers,3046.0,4,Rocade Est sens exterieur
59,19,PL locaux,151.32999999999998,4,Rocade Est sens exterieur
60,20,PL en transit,227.91,4,Rocade Est sens exterieur
61,20,Vehicules Legers,1858.0,4,Rocade Est sens exterieur
62,20,PL locaux,93.09,4,Rocade Est sens exterieur
63,21,PL en transit,204.05,4,Rocade Est sens exterieur
64,21,Vehicules Legers,1102.0,4,Rocade Est sens exterieur
65,21,PL locaux,60.94999999999999,4,Rocade Est sens exterieur
66,22,PL en transit,174.79,4,Rocade Est sens exterieur
67,22,Vehicules Legers,912.0,4,Rocade Est sens exterieur
68,22,PL locaux,52.21000000000001,4,Rocade Est sens exterieur
69,23,PL en transit,143.28,4,Rocade Est sens exterieur
70,23,Vehicules Legers,684.0,4,Rocade Est sens exterieur
71,23,PL locaux,55.72,4,Rocade Est sens exterieur
0,0,PL en transit,79.05,3,Rocade Est sens interieur
1,0,Vehicules Legers,306.0,3,Rocade Est sens interieur
2,0,PL locaux,75.95,3,Rocade Est sens interieur
3,1,PL en transit,94.87,3,Rocade Est sens interieur
4,1,Vehicules Legers,242.0,3,Rocade Est sens interieur
5,1,PL locaux,84.13,3,Rocade Est sens interieur
6,2,PL en transit,82.8,3,Rocade Est sens interieur
7,2,Vehicules Legers,182.0,3,Rocade Est sens interieur
8,2,PL locaux,97.2,3,Rocade Est sens interieur
9,3,PL en transit,95.41,3,Rocade Est sens interieur
10,3,Vehicules Legers,241.0,3,Rocade Est sens interieur
11,3,PL locaux,107.59,3,Rocade Est sens interieur
12,4,PL en transit,119.97,3,Rocade Est sens interieur
13,4,Vehicules Legers,437.0,3,Rocade Est sens interieur
14,4,PL locaux,159.03,3,Rocade Est sens interieur
15,5,PL en transit,174.72,3,Rocade Est sens interieur
16,5,Vehicules Legers,779.0,3,Rocade Est sens interieur
17,5,PL locaux,273.28,3,Rocade Est sens interieur
18,6,PL en transit,232.75,3,Rocade Est sens interieur
19,6,Vehicules Legers,2813.0,3,Rocade Est sens interieur
20,6,PL locaux,432.25,3,Rocade Est sens interieur
21,7,PL en transit,125.44,3,Rocade Est sens interieur
22,7,Vehicules Legers,2963.0,3,Rocade Est sens interieur
23,7,PL locaux,266.56,3,Rocade Est sens interieur
24,8,PL en transit,133.57,3,Rocade Est sens interieur
25,8,Vehicules Legers,1753.0,3,Rocade Est sens interieur
26,8,PL locaux,227.43,3,Rocade Est sens interieur
27,9,PL en transit,256.62,3,Rocade Est sens interieur
28,9,Vehicules Legers,2204.0,3,Rocade Est sens interieur
29,9,PL locaux,354.38,3,Rocade Est sens interieur
30,10,PL en transit,312.75,3,Rocade Est sens interieur
31,10,Vehicules Legers,2542.0,3,Rocade Est sens interieur
32,10,PL locaux,382.25,3,Rocade Est sens interieur
33,11,PL en transit,291.11,3,Rocade Est sens interieur
34,11,Vehicules Legers,2684.0,3,Rocade Est sens interieur
35,11,PL locaux,385.89,3,Rocade Est sens interieur
36,12,PL en transit,292.0,3,Rocade Est sens interieur
37,12,Vehicules Legers,2775.0,3,Rocade Est sens interieur
38,12,PL locaux,292.0,3,Rocade Est sens interieur
39,13,PL en transit,300.04,3,Rocade Est sens interieur
40,13,Vehicules Legers,2636.0,3,Rocade Est sens interieur
41,13,PL locaux,276.96,3,Rocade Est sens interieur
42,14,PL en transit,260.92,3,Rocade Est sens interieur
43,14,Vehicules Legers,2843.0,3,Rocade Est sens interieur
44,14,PL locaux,332.08,3,Rocade Est sens interieur
45,15,PL en transit,262.26,3,Rocade Est sens interieur
46,15,Vehicules Legers,3032.0,3,Rocade Est sens interieur
47,15,PL locaux,295.74,3,Rocade Est sens interieur
48,16,PL en transit,247.5,3,Rocade Est sens interieur
49,16,Vehicules Legers,3294.0,3,Rocade Est sens interieur
50,16,PL locaux,247.5,3,Rocade Est sens interieur
51,17,PL en transit,195.36,3,Rocade Est sens interieur
52,17,Vehicules Legers,3517.0,3,Rocade Est sens interieur
53,17,PL locaux,211.64,3,Rocade Est sens interieur
54,18,PL en transit,160.39000000000001,3,Rocade Est sens interieur
55,18,Vehicules Legers,3198.0,3,Rocade Est sens interieur
56,18,PL locaux,212.60999999999999,3,Rocade Est sens interieur
57,19,PL en transit,188.65,3,Rocade Est sens interieur
58,19,Vehicules Legers,2658.0,3,Rocade Est sens interieur
59,19,PL locaux,154.35,3,Rocade Est sens interieur
60,20,PL en transit,171.36,3,Rocade Est sens interieur
61,20,Vehicules Legers,1738.0,3,Rocade Est sens interieur
62,20,PL locaux,134.64,3,Rocade Est sens interieur
63,21,PL en transit,139.78,3,Rocade Est sens interieur
64,21,Vehicules Legers,1049.0,3,Rocade Est sens interieur
65,21,PL locaux,101.22,3,Rocade Est sens interieur
66,22,PL en transit,113.43,3,Rocade Est sens interieur
67,22,Vehicules Legers,813.0,3,Rocade Est sens interieur
68,22,PL locaux,85.57,3,Rocade Est sens interieur
69,23,PL en transit,94.87,3,Rocade Est sens interieur
70,23,Vehicules Legers,685.0,3,Rocade Est sens interieur
71,23,PL locaux,84.13,3,Rocade Est sens interieur
0,0,PL en transit,21.93,11,A10 vers Paris
1,0,Vehicules Legers,57.0,11,A10 vers Paris
2,0,PL locaux,21.07,11,A10 vers Paris
3,1,PL en transit,21.2,11,A10 vers Paris
4,1,Vehicules Legers,48.0,11,A10 vers Paris
5,1,PL locaux,18.8,11,A10 vers Paris
6,2,PL en transit,22.94,11,A10 vers Paris
7,2,Vehicules Legers,54.0,11,A10 vers Paris
8,2,PL locaux,14.059999999999999,11,A10 vers Paris
9,3,PL en transit,17.05,11,A10 vers Paris
10,3,Vehicules Legers,35.0,11,A10 vers Paris
11,3,PL locaux,13.95,11,A10 vers Paris
12,4,PL en transit,13.76,11,A10 vers Paris
13,4,Vehicules Legers,50.0,11,A10 vers Paris
14,4,PL locaux,18.240000000000002,11,A10 vers Paris
15,5,PL en transit,24.0,11,A10 vers Paris
16,5,Vehicules Legers,92.0,11,A10 vers Paris
17,5,PL locaux,36.0,11,A10 vers Paris
18,6,PL en transit,42.24,11,A10 vers Paris
19,6,Vehicules Legers,277.0,11,A10 vers Paris
20,6,PL locaux,53.76,11,A10 vers Paris
21,7,PL en transit,39.69,11,A10 vers Paris
22,7,Vehicules Legers,624.0,11,A10 vers Paris
23,7,PL locaux,41.31,11,A10 vers Paris
24,8,PL en transit,32.68,11,A10 vers Paris
25,8,Vehicules Legers,609.0,11,A10 vers Paris
26,8,PL locaux,43.32,11,A10 vers Paris
27,9,PL en transit,46.46,11,A10 vers Paris
28,9,Vehicules Legers,657.0,11,A10 vers Paris
29,9,PL locaux,54.54,11,A10 vers Paris
30,10,PL en transit,45.58,11,A10 vers Paris
31,10,Vehicules Legers,654.0,11,A10 vers Paris
32,10,PL locaux,60.42,11,A10 vers Paris
33,11,PL en transit,53.36,11,A10 vers Paris
34,11,Vehicules Legers,615.0,11,A10 vers Paris
35,11,PL locaux,62.64,11,A10 vers Paris
36,12,PL en transit,48.4,11,A10 vers Paris
37,12,Vehicules Legers,567.0,11,A10 vers Paris
38,12,PL locaux,61.6,11,A10 vers Paris
39,13,PL en transit,41.28,11,A10 vers Paris
40,13,Vehicules Legers,562.0,11,A10 vers Paris
41,13,PL locaux,54.72,11,A10 vers Paris
42,14,PL en transit,52.5,11,A10 vers Paris
43,14,Vehicules Legers,645.0,11,A10 vers Paris
44,14,PL locaux,72.5,11,A10 vers Paris
45,15,PL en transit,53.34,11,A10 vers Paris
